,duration,gross,num_voted_users,cast_total_facebook_likes,budget,imdb_score
1571,289.0,78800000.0,450676,25313,31500000.0,1-3
1572,102.0,17797316.0,50523,2961,32000000.0,4-6
1573,143.0,82528097.0,30230,2223,6500000.0,4-6
1574,113.0,14268533.0,17319,10910,31500000.0,7-9
1575,161.0,87100000.0,52339,12518,31000000.0,4-6
1576,138.0,93749203.0,264047,20952,31000000.0,4-6
1577,126.0,62700000.0,69534,1008,34000000.0,4-6
1578,99.0,59073773.0,475518,15082,25000000.0,4-6
1579,101.0,24185781.0,30339,13811,31000000.0,4-6
1580,103.0,53133888.0,50389,1440,31000000.0,4-6
1581,118.0,44983704.0,81866,4045,31000000.0,4-6
1582,116.0,118099659.0,69790,2097,144000000.0,7-9
1583,99.0,58879132.0,66123,40312,31000000.0,4-6
1584,105.0,72077000.0,62986,3439,30250000.0,4-6
1585,113.0,170684505.0,172080,813,45000000.0,4-6
1586,93.0,163479795.0,161858,26760,34200000.0,4-6
1587,108.0,145096820.0,200260,7872,30000000.0,4-6
1588,74.0,191796233.0,623757,19046,30000000.0,4-6
1589,116.0,121248145.0,260981,20966,25000000.0,4-6
1590,104.0,125014030.0,145852,18322,30000000.0,7-9
1591,106.0,11854694.0,14281,17560,31000000.0,4-6
1592,120.0,115648585.0,160776,54877,30000000.0,4-6
1593,135.0,122012643.0,143696,2575,30000000.0,4-6
1594,132.0,116631310.0,87665,20035,30000000.0,4-6
1595,92.0,114324072.0,185338,4730,20000000.0,4-6
1596,99.0,113502246.0,96607,3696,38000000.0,4-6
1597,90.0,108360000.0,160321,2203,30000000.0,7-9
1598,111.0,108244774.0,94049,13645,37000000.0,4-6
1599,103.0,105444419.0,31817,3143,26000000.0,4-6
1600,127.0,100125340.0,1023511,22678,33000000.0,4-6
1601,112.0,115646235.0,531737,2639,30000000.0,4-6
1602,87.0,85416609.0,58906,20097,30000000.0,1-3
1603,138.0,90135191.0,338415,1942,25000000.0,4-6
1604,132.0,100422786.0,482064,28830,30000000.0,4-6
1605,103.0,106694016.0,123940,24333,30000000.0,4-6
1606,123.0,64286.0,396396,34495,29000000.0,4-6
1607,111.0,76806312.0,124501,2978,30000000.0,7-9
1608,102.0,79566871.0,31760,4516,30000000.0,4-6
1609,78.0,76501438.0,8146,4527,30000000.0,4-6
1610,132.0,74787599.0,12549,1936,30000000.0,4-6
1611,133.0,66528842.0,112175,26388,30000000.0,7-9
1612,108.0,83813460.0,270238,35209,25000000.0,7-9
1613,125.0,65010106.0,107557,1556,30000000.0,4-6
1614,98.0,66359959.0,184641,337,35000000.0,7-9
1615,119.0,66468315.0,428916,37387,30000000.0,4-6
1616,87.0,64172251.0,19079,2911,30000000.0,7-9
1617,91.0,66600000.0,94435,1185,30000000.0,4-6
1618,100.0,63536011.0,34258,19420,30000000.0,4-6
1619,118.0,62877175.0,217507,16758,30000000.0,7-9
1621,109.0,74484168.0,109894,2740,45000000.0,4-6
1622,99.0,60269340.0,34079,6930,30000000.0,4-6
1623,114.0,60033780.0,18973,2860,30000000.0,7-9
1624,89.0,58715510.0,79094,13794,30000000.0,4-6
1625,95.0,58156435.0,37479,1266,19000000.0,4-6
1626,98.0,56044241.0,122187,6742,37000000.0,7-9
1627,94.0,56816662.0,301149,1289,17000000.0,4-6
1628,85.0,64238770.0,19547,18795,42000000.0,4-6
1629,124.0,52937130.0,198066,43453,30000000.0,7-9
1630,131.0,52799004.0,28942,19815,55000000.0,4-6
1631,107.0,55210049.0,43743,14710,27800000.0,4-6
1632,99.0,51432423.0,15074,3679,30000000.0,7-9
1633,83.0,51109400.0,76850,4767,30000000.0,7-9
1634,131.0,50300000.0,68565,2943,30000000.0,7-9
1635,85.0,56068547.0,98160,1145,30000000.0,7-9
1636,126.0,53680848.0,167967,18726,30000000.0,4-6
1638,123.0,50921738.0,192930,20499,30000000.0,4-6
1639,105.0,53021560.0,74630,1026,30000000.0,7-9
1640,125.0,45645204.0,39306,1748,30000000.0,4-6
1642,77.0,53337608.0,188785,60683,40000000.0,4-6
1644,121.0,46875468.0,196217,1467,30000000.0,7-9
1645,124.0,52418902.0,147128,16881,30000000.0,4-6
1646,99.0,42057340.0,158354,5642,30000000.0,7-9
1647,112.0,42478175.0,93767,15327,25000000.0,7-9
1648,111.0,41407470.0,43378,9638,30000000.0,4-6
1649,107.0,42385520.0,47297,4059,30000000.0,4-6
1650,104.0,40118420.0,26066,1165,30000000.0,4-6
1651,113.0,40137776.0,186977,8362,38000000.0,4-6
1652,113.0,39568996.0,138435,814,32000000.0,4-6
1653,95.0,42043633.0,277172,29551,30000000.0,4-6
1654,86.0,38232624.0,88518,3854,30000000.0,4-6
1655,126.0,38413606.0,54042,23866,30000000.0,4-6
1656,101.0,38122105.0,112669,2373,27000000.0,7-9
1657,102.0,38747385.0,49349,15308,25000000.0,4-6
1658,111.0,40247512.0,159198,257,30000000.0,4-6
1660,95.0,35927406.0,36363,2266,30000000.0,7-9
1661,98.0,35565975.0,49205,16827,30000000.0,7-9
1662,100.0,35266619.0,108242,20051,30000000.0,4-6
1663,118.0,34703228.0,21767,3797,30000000.0,4-6
1665,125.0,38432823.0,33067,15811,30000000.0,4-6
1666,94.0,32095318.0,12466,3664,45000000.0,7-9
1667,79.0,31743332.0,111117,1594,30000000.0,4-6
1668,106.0,32154410.0,148327,18469,30000000.0,4-6
1670,63.0,26687172.0,15600,1002,30000000.0,4-6
1671,85.0,26096584.0,30651,1653,19000000.0,4-6
1672,108.0,26525834.0,21998,1023,30000000.0,4-6
1673,139.0,30513940.0,15843,2060,30000000.0,4-6
1674,127.0,23209440.0,9283,12785,30000000.0,7-9
1675,106.0,24048000.0,23579,20772,30000000.0,4-6
1676,95.0,22526144.0,53884,2737,30000000.0,4-6
1677,118.0,30523568.0,54447,5697,30000000.0,4-6
1678,108.0,23070045.0,47003,3892,30000000.0,4-6
1679,105.0,20422207.0,15052,4369,35000000.0,7-9
1680,131.0,28644770.0,78974,3479,30000000.0,7-9
1681,104.0,21800302.0,12164,4462,30000000.0,4-6
1682,133.0,21129348.0,146364,11799,35000000.0,7-9
1683,94.0,18500966.0,70341,15271,30000000.0,7-9
1684,109.0,19976073.0,65979,3148,20000000.0,4-6
1685,96.0,18967571.0,23345,3072,30000000.0,7-9
1686,105.0,17100000.0,7073,6152,25000000.0,4-6
1687,99.0,17266505.0,43764,22554,30000000.0,7-9
1688,112.0,32357532.0,143368,31278,30000000.0,4-6
1689,108.0,16930884.0,65628,16722,30000000.0,7-9
1690,126.0,18324242.0,32815,20563,35000000.0,4-6
1691,98.0,16323969.0,45775,18085,40000000.0,7-9
1692,104.0,16999046.0,79517,2222,26000000.0,4-6
1693,110.0,16295774.0,33669,3000,35000000.0,7-9
1694,130.0,15709385.0,53053,5101,30000000.0,7-9
1695,93.0,14888028.0,28606,2178,30000000.0,4-6
1696,96.0,14208384.0,11520,977,30000000.0,7-9
1697,114.0,12831121.0,44979,679,30000000.0,4-6
1698,106.0,18298649.0,85024,1393,30000000.0,4-6
1699,150.0,12712093.0,70771,27829,30000000.0,4-6
1700,100.0,11576087.0,14747,2497,30000000.0,4-6
1701,100.0,11900000.0,11003,22006,30000000.0,4-6
1702,100.0,9353573.0,56451,1100,45000000.0,1-3
1703,107.0,12026670.0,114241,1643,45000000.0,4-6
1704,102.0,14334645.0,22449,23352,25000000.0,4-6
1705,101.0,12189514.0,30092,842,23000000.0,4-6
1706,86.0,10134754.0,9682,5393,30000000.0,4-6
1707,108.0,8535575.0,24033,11519,30000000.0,4-6
1708,123.0,7689458.0,126307,11769,40000000.0,4-6
1711,88.0,19316646.0,52069,5706,30000000.0,7-9
1712,109.0,10965209.0,25558,1297,30000000.0,7-9
1713,122.0,26830000.0,101888,32930,18000000.0,4-6
1714,251.0,5300000.0,221000,24719,30000000.0,4-6
1715,118.0,10880926.0,54147,4253,30000000.0,7-9
1716,131.0,3752725.0,29715,16252,18000000.0,7-9
1717,109.0,3517797.0,9004,2759,25000000.0,7-9
1719,88.0,2975649.0,23864,1518,30000000.0,7-9
1720,103.0,668171.0,8215,949,60000000.0,4-6
1721,87.0,480314.0,38503,4473,21000000.0,4-6
1722,160.0,3904982.0,136104,22516,30000000.0,7-9
1723,121.0,127437.0,4670,1887,18000000.0,4-6
1726,129.0,537580.0,52972,19620,30000000.0,4-6
1734,115.0,183436380.0,97697,13159,29000000.0,4-6
1735,153.0,119518352.0,188637,1383,28000000.0,4-6
1737,128.0,37036404.0,44816,5404,30000000.0,4-6
1738,89.0,22359293.0,16222,2056,29000000.0,4-6
1739,122.0,18593156.0,88682,6161,35000000.0,7-9
1741,99.0,16930185.0,14315,4169,29000000.0,4-6
1742,99.0,63034755.0,16984,23562,29000000.0,7-9
1743,147.0,5899797.0,9913,18855,29000000.0,7-9
1744,112.0,4554569.0,8134,17873,28000000.0,4-6
1745,88.0,17016190.0,28632,2567,12000000.0,7-9
1746,94.0,6301131.0,92850,5085,29000000.0,4-6
1747,90.0,217350219.0,260939,52970,28000000.0,4-6
1748,167.0,161029270.0,119928,2702,28000000.0,7-9
1749,118.0,179870271.0,329969,11898,28000000.0,7-9
1750,83.0,100491683.0,14005,3438,24000000.0,4-6
1751,104.0,74058698.0,59232,17109,60000000.0,4-6
1753,102.0,55845943.0,130094,46186,29000000.0,4-6
1754,131.0,81350242.0,592582,40585,28000000.0,7-9
1755,101.0,67266300.0,195255,3400,28000000.0,4-6
1756,130.0,70235322.0,182983,57308,28000000.0,7-9
1757,120.0,7443007.0,24663,1500,30000000.0,7-9
1758,135.0,64371181.0,36636,1845,28000000.0,4-6
1759,110.0,58885635.0,194422,10438,26000000.0,4-6
1760,103.0,60400856.0,61317,17533,35000000.0,7-9
1762,110.0,52353636.0,209133,14609,21000000.0,4-6
1763,91.0,51475962.0,177828,3969,30000000.0,4-6
1764,105.0,63910583.0,106755,35694,28000000.0,7-9
1765,127.0,62300000.0,72085,2118,28000000.0,4-6
1766,82.0,49968653.0,85423,37,28000000.0,4-6
1767,99.0,44450000.0,44394,2010,27000000.0,4-6
1768,90.0,45162741.0,201084,34565,28000000.0,7-9
1769,115.0,71346930.0,78008,1554,28000000.0,7-9
1770,96.0,39514713.0,60494,1275,28000000.0,4-6
1771,104.0,43097652.0,59068,3497,28000000.0,4-6
1772,117.0,48043505.0,435864,2357,30000000.0,4-6
1773,83.0,37053924.0,77935,1987,28000000.0,7-9
1774,99.0,33000377.0,27378,23344,28000000.0,7-9
1775,81.0,66950483.0,29738,47677,28000000.0,4-6
1776,135.0,38372662.0,193455,1083,28000000.0,4-6
1777,117.0,27000000.0,461609,13877,28000000.0,7-9
1778,139.0,31600000.0,34427,16125,28000000.0,4-6
1779,123.0,30688364.0,69355,1286,28000000.0,7-9
1780,117.0,28563179.0,72693,3681,21000000.0,4-6
1781,97.0,16779636.0,9338,1805,28000000.0,4-6
1782,81.0,10762178.0,10369,66,160000000.0,7-9
1783,103.0,17324744.0,44103,3211,28000000.0,4-6
1784,119.0,8888143.0,22250,2171,28000000.0,4-6
1785,94.0,24268828.0,29971,3436,28000000.0,4-6
1786,89.0,8119205.0,4288,5535,28000000.0,4-6
1787,98.0,8434601.0,43006,28867,28000000.0,4-6
1788,107.0,6998324.0,11476,3944,28000000.0,4-6
1789,108.0,10907291.0,23775,4710,28000000.0,7-9
1790,134.0,5532301.0,21606,4,28000000.0,4-6
1791,110.0,2775593.0,61269,858,27000000.0,4-6
1792,103.0,28751715.0,202967,19168,28000000.0,4-6
1794,100.0,20285518.0,32103,25387,28000000.0,4-6
1795,131.0,67900000.0,74374,1898,27500000.0,7-9
1796,133.0,148734225.0,298590,12874,30000000.0,4-6
1797,109.0,49185998.0,74476,1775,30000000.0,4-6
1798,114.0,42168445.0,10791,3565,35000000.0,4-6
1799,164.0,26400000.0,12980,1334,16000000.0,4-6
1800,92.0,17508670.0,64625,646,15000000.0,7-9
1801,122.0,9664316.0,47203,50950,27500000.0,7-9
1803,110.0,74888996.0,55513,16230,30000000.0,7-9
1804,116.0,69586544.0,15352,3845,27000000.0,1-3
1805,106.0,362645141.0,106221,32921,175000000.0,1-3
1806,115.0,60491560.0,50653,14322,27000000.0,7-9
1807,148.0,54200000.0,142448,2566,27000000.0,4-6
1809,118.0,30920167.0,6476,3389,25000000.0,4-6
1810,101.0,40566655.0,144021,74,30000000.0,7-9
1811,82.0,31768374.0,42761,3313,27000000.0,4-6
1812,110.0,22494487.0,262153,26451,27000000.0,7-9
1813,193.0,21500000.0,45271,6341,27000000.0,4-6
1814,130.0,4463292.0,34488,2452,30000000.0,4-6
1816,111.0,14337579.0,156929,4696,27000000.0,4-6
1817,110.0,13823741.0,61777,6420,13500000.0,4-6
1820,123.0,10297897.0,8309,11969,27000000.0,4-6
1821,109.0,13248477.0,60555,15790,27000000.0,4-6
1822,99.0,8712564.0,16555,1721,27000000.0,4-6
1823,106.0,7486906.0,17436,2495,27000000.0,4-6
1824,89.0,38536376.0,15866,4311,27000000.0,4-6
1825,98.0,41008532.0,19611,10894,27000000.0,4-6
1826,93.0,5204007.0,42876,1044,28000000.0,4-6
1827,112.0,4485485.0,14612,46022,15000000.0,4-6
1828,101.0,4476235.0,49405,4186,27000000.0,4-6
1829,104.0,1089365.0,23767,71973,25000000.0,4-6
1830,120.0,763044.0,4257,3286,23000000.0,4-6
1832,91.0,20819129.0,84209,2954,26000000.0,7-9
1833,97.0,110222438.0,96693,3984,26000000.0,4-6
1834,133.0,109243478.0,313797,8341,26000000.0,7-9
1835,123.0,100241322.0,175524,1690,25000000.0,4-6
1836,114.0,25977365.0,87950,15428,28000000.0,7-9
1837,111.0,91457688.0,107801,2403,26000000.0,7-9
1838,117.0,87341380.0,255257,15590,27000000.0,4-6
1839,121.0,65703412.0,57958,2747,26000000.0,7-9
1840,139.0,58328680.0,54096,5458,22000000.0,7-9
1841,115.0,61490000.0,62037,10493,26000000.0,7-9
1843,175.0,50800000.0,40277,669,26000000.0,4-6
1844,85.0,57859105.0,94108,1090,26000000.0,4-6
1845,90.0,46455802.0,120786,3172,26000000.0,4-6
1846,107.0,45506619.0,225102,3066,26000000.0,4-6
1847,100.0,40168080.0,80870,3889,26000000.0,4-6
1848,129.0,49874933.0,161168,13573,26000000.0,4-6
1849,109.0,45489752.0,48973,28493,26000000.0,4-6
1850,94.0,36985501.0,11212,3917,26000000.0,4-6
1851,133.0,33200000.0,28247,1154,26000000.0,7-9
1852,105.0,28501651.0,88035,42473,26000000.0,4-6
1853,100.0,23222861.0,11092,3742,26000000.0,4-6
1854,113.0,54540525.0,66579,23456,56000000.0,7-9
1855,118.0,16252765.0,44913,11662,42000000.0,4-6
1856,110.0,16005978.0,72886,2356,26000000.0,4-6
1857,110.0,14469428.0,10667,2466,26000000.0,4-6
1858,99.0,13829734.0,16194,2960,26000000.0,4-6
1859,101.0,1075288.0,7772,2228,22000000.0,1-3
1861,103.0,7496522.0,31798,12534,26000000.0,7-9
1863,95.0,20047715.0,8008,616,25530000.0,7-9
1864,117.0,12276810.0,57674,17847,26000000.0,4-6
1865,129.0,33565375.0,111351,1565,15000000.0,7-9
1866,120.0,499263.0,179235,705,30000000.0,4-6
1867,125.0,219200000.0,181380,52201,25000000.0,4-6
1868,133.0,172825435.0,383784,12285,25000000.0,4-6
1869,116.0,148085755.0,561773,17347,33000000.0,7-9
1870,129.0,25517500.0,40941,4264,25100000.0,4-6
1871,93.0,145000989.0,483756,16461,25000000.0,7-9
1872,118.0,26761283.0,43084,3197,26000000.0,7-9
1873,129.0,121945720.0,89972,2551,25000000.0,4-6
1874,185.0,96067179.0,865020,15233,22000000.0,4-6
1875,146.0,169705587.0,318955,23227,25000000.0,4-6
1876,128.0,3254172.0,29282,36337,28000000.0,4-6
1877,93.0,84185387.0,33180,7800,80000000.0,4-6
1879,97.0,82163317.0,89101,4692,30000000.0,7-9
1881,82.0,80920948.0,23943,2251,30000000.0,4-6
1882,85.0,80034302.0,296787,3958,25000000.0,4-6
1883,88.0,78656813.0,42765,2501,25000000.0,4-6
1884,119.0,76270454.0,219008,22767,25000000.0,4-6
1885,122.0,74273505.0,612060,4738,25000000.0,4-6
1886,99.0,134141530.0,75903,2394,25000000.0,4-6
1887,97.0,71500556.0,171568,16999,26000000.0,7-9
1888,121.0,71309760.0,150308,1323,25000000.0,4-6
1889,95.0,89808372.0,46417,3500,45000000.0,4-6
1890,105.0,77264926.0,21176,5740,25000000.0,4-6
1891,108.0,70625986.0,168717,22739,25000000.0,4-6
1892,134.0,56505065.0,95241,4453,25000000.0,4-6
1893,115.0,55973336.0,57040,9082,25000000.0,4-6
1895,86.0,54098051.0,102861,2420,25000000.0,4-6
1896,101.0,60443237.0,76882,1852,25000000.0,1-3
1897,96.0,82234139.0,110390,28071,17000000.0,7-9
1898,101.0,51676606.0,174591,58823,25000000.0,4-6
1899,100.0,52528330.0,4265,3202,25000000.0,4-6
1900,117.0,51533608.0,203111,16606,25000000.0,7-9
1901,101.0,51097664.0,70205,23328,30000000.0,7-9
1902,98.0,84136909.0,267921,656730,26000000.0,7-9
1903,146.0,46836394.0,728685,24783,25000000.0,4-6
1904,102.0,47285499.0,26755,3037,26000000.0,7-9
1905,97.0,47124400.0,49676,17278,25000000.0,4-6
1906,142.0,44700000.0,537442,16464,25000000.0,4-6
1907,98.0,44455658.0,36253,2457,25000000.0,4-6
1908,219.0,43984230.0,70274,2451,23000000.0,7-9
1909,109.0,66489425.0,101977,26625,25000000.0,7-9
1910,97.0,41067398.0,22748,2530,25000000.0,4-6
1911,158.0,40218903.0,372990,533,25000000.0,7-9
1912,85.0,39880476.0,12218,2908,25000000.0,7-9
1913,80.0,39399750.0,5674,3017,25000000.0,4-6
1914,86.0,38230435.0,29661,3001,25000000.0,4-6
1915,119.0,39008741.0,44838,6862,25000000.0,4-6
1916,98.0,36833473.0,53126,7945,25000000.0,4-6
1917,97.0,48237389.0,63969,18789,25000000.0,4-6
1919,124.0,36447959.0,35833,6393,25000000.0,1-3
1920,97.0,45089048.0,86251,36064,25000000.0,4-6
1921,105.0,35990505.0,48095,16400,20000000.0,4-6
1922,104.0,35143332.0,45102,1340,17000000.0,7-9
1923,101.0,35000629.0,74622,2822,25000000.0,4-6
1924,101.0,34604054.0,34942,6867,30000000.0,4-6
1925,114.0,41597830.0,102123,12624,25000000.0,4-6
1926,105.0,33687630.0,116762,20109,20000000.0,4-6
1927,90.0,32553210.0,88714,794,25000000.0,4-6
1928,97.0,31526393.0,22243,2730,25000000.0,7-9
1929,144.0,41229.0,14612,18442,25500000.0,7-9
1930,114.0,31655091.0,87331,50927,30000000.0,7-9
1931,124.0,30012990.0,75973,1006,25000000.0,7-9
1932,89.0,32368960.0,39768,667,25000000.0,4-6
1933,160.0,14500000.0,25019,1548,25000000.0,7-9
1934,93.0,29247405.0,28377,2176,25000000.0,4-6
1936,88.0,25615792.0,10161,4378,25000000.0,4-6
1937,142.0,28341469.0,1689764,13495,25000000.0,7-9
1938,92.0,25590119.0,19699,1315,21150000.0,4-6
1939,117.0,24944213.0,63459,16937,27000000.0,7-9
1940,111.0,33631221.0,48559,3784,25000000.0,4-6
1941,121.0,37738400.0,67797,39690,25000000.0,7-9
1943,107.0,21835784.0,58297,1095,30000000.0,4-6
1944,106.0,15785632.0,32507,21195,23000000.0,7-9
1945,136.0,21554585.0,36108,37315,25000000.0,4-6
1946,97.0,22200000.0,41310,52122,25000000.0,4-6
1948,108.0,80014842.0,104356,19945,25000000.0,4-6
1949,97.0,23527955.0,74691,12841,25000000.0,4-6
1950,99.0,24042490.0,40776,3744,25000000.0,4-6
1951,103.0,22466994.0,72673,33565,25000000.0,4-6
1952,95.0,17791031.0,109855,11994,25000000.0,4-6
1953,93.0,17718223.0,162067,14180,25000000.0,4-6
1954,98.0,15361537.0,12263,1855,13000000.0,4-6
1955,90.0,16647384.0,8398,4431,26000000.0,4-6
1956,107.0,16118077.0,5817,3067,25000000.0,4-6
1957,90.0,15091542.0,4086,2465,25000000.0,4-6
1959,115.0,15045676.0,76303,2466,16000000.0,1-3
1960,93.0,17427926.0,60062,1749,8000000.0,4-6
1961,99.0,14983572.0,9361,2498,25000000.0,4-6
1962,107.0,14637490.0,16411,2537,25000000.0,1-3
1963,110.0,14589444.0,171151,911,25000000.0,4-6
1964,101.0,14095303.0,15814,1634,25000000.0,7-9
1965,85.0,13973532.0,11211,3065,25000000.0,7-9
1966,132.0,1865774.0,87682,27659,30000000.0,4-6
1968,90.0,18860403.0,20823,4952,25000000.0,4-6
1969,145.0,13038660.0,16995,1282,25000000.0,4-6
1970,110.0,28831145.0,39357,3757,25000000.0,7-9
1973,122.0,11538204.0,23696,21163,25000000.0,4-6
1974,107.0,11008432.0,43903,16651,25000000.0,7-9
1975,127.0,12188642.0,21098,2230,26000000.0,4-6
1976,99.0,11100000.0,92464,896,25000000.0,4-6
1978,140.0,13651662.0,332276,29692,25000000.0,7-9
1979,133.0,11030963.0,24145,48482,28000000.0,4-6
1980,271.0,10769960.0,21940,2107,25000000.0,4-6
1981,112.0,10911750.0,17757,43560,25000000.0,7-9
1982,99.0,10719367.0,7909,28987,25000000.0,7-9
1983,100.0,10114315.0,18693,582,25000000.0,4-6
1984,92.0,49122319.0,47169,2348,14000000.0,4-6
1985,105.0,10070000.0,5668,5023,25000000.0,4-6
1986,110.0,10324441.0,27117,11431,25000000.0,7-9
1987,116.0,7156933.0,14581,1134,25000000.0,4-6
1988,88.0,9286314.0,4972,583,17000000.0,4-6
1989,111.0,56692.0,177401,23566,25000000.0,7-9
1991,95.0,5654777.0,4875,2165,25000000.0,4-6
1992,95.0,5516708.0,11375,2413,25000000.0,4-6
1993,127.0,5128124.0,44198,12574,25000000.0,4-6
1994,105.0,34014398.0,115650,2603,33000000.0,7-9
1995,104.0,4064333.0,24790,9662,25000000.0,4-6
1996,95.0,4006906.0,3229,4990,15000000.0,7-9
1997,121.0,3073392.0,59462,142,25000000.0,4-6
1998,92.0,1550000.0,30628,2930,25000000.0,4-6
2000,107.0,871527.0,14982,16090,25000000.0,7-9
2002,117.0,777423.0,5841,4351,25000000.0,7-9
2003,107.0,1186957.0,9264,1591,25000000.0,4-6
2004,131.0,85433.0,69676,5954,13500000.0,1-3
2005,122.0,1697956.0,64944,13809,20000000.0,7-9
2007,134.0,183662.0,18395,890,25000000.0,4-6
2008,117.0,134904.0,2395,3204,25000000.0,4-6
2011,138.0,16969390.0,80861,27797,25000000.0,7-9
2014,100.0,129115.0,5900,285,25000000.0,7-9
2016,119.0,34700000.0,52846,35501,14000000.0,7-9
2017,137.0,717753.0,33107,33747,25000000.0,4-6
2018,119.0,109713132.0,61621,15449,25000000.0,4-6
2019,139.0,70269171.0,162130,15111,24000000.0,7-9
2020,114.0,28772222.0,33958,3962,105000000.0,7-9
2021,120.0,101334374.0,124941,2321,24000000.0,4-6
2022,98.0,1512815.0,8885,21414,25000000.0,4-6
2023,106.0,65182182.0,15310,4830,24000000.0,1-3
2024,98.0,57262492.0,90374,17582,24000000.0,4-6
2025,107.0,80000000.0,51459,1962,8200000.0,7-9
2026,88.0,74608545.0,185258,10325,24000000.0,4-6
2027,137.0,41895491.0,63274,12947,24000000.0,4-6
2028,100.0,39989008.0,55398,49847,24000000.0,4-6
2029,115.0,32662299.0,16469,3946,24000000.0,4-6
2030,101.0,31452765.0,149835,638,24000000.0,4-6
2031,110.0,25167270.0,30119,12254,24000000.0,1-3
2032,94.0,32416109.0,109620,32474,25000000.0,4-6
2033,88.0,20218.0,5431,2557,24000000.0,7-9
2034,127.0,28871190.0,125421,13433,24000000.0,4-6
2035,95.0,16964743.0,22844,4681,24000000.0,4-6
2036,87.0,16290976.0,14637,3243,24000000.0,4-6
2037,118.0,13000000.0,10895,1458,24000000.0,4-6
2038,107.0,12372410.0,11709,4971,24000000.0,4-6
2039,124.0,8427204.0,10100,1523,24000000.0,4-6
2040,89.0,9639242.0,16437,5470,24000000.0,4-6
2041,88.0,25003072.0,72552,5737,24000000.0,1-3
2042,118.0,6144806.0,12821,23689,23000000.0,7-9
2043,93.0,4308981.0,2265,24436,24000000.0,4-6
2044,80.0,669276.0,2541,1088,28000000.0,7-9
2045,120.0,42880.0,2919,23769,24000000.0,7-9
2046,98.0,23225911.0,80574,14699,24000000.0,4-6
2047,119.0,4710455.0,214091,24263,24000000.0,4-6
2048,88.0,75590286.0,386217,28011,23600000.0,1-3
2049,201.0,218051260.0,316020,7122,207000000.0,7-9
2050,90.0,161487252.0,119450,13823,20000000.0,4-6
2051,127.0,290158751.0,837759,12643,18000000.0,4-6
2052,119.0,65807024.0,172405,11013,19000000.0,4-6
2053,85.0,86930411.0,83269,3847,23000000.0,4-6
2054,98.0,53302314.0,181058,3345,23000000.0,4-6
2055,101.0,40962534.0,188652,57077,12500000.0,7-9
2056,112.0,39235088.0,193962,16196,23000000.0,1-3
2057,97.0,27338033.0,19709,20798,23000000.0,4-6
2058,126.0,25556065.0,355126,19359,23000000.0,7-9
2059,106.0,15785632.0,32513,21195,23000000.0,7-9
2060,97.0,21973182.0,53415,23242,23000000.0,4-6
2061,100.0,4756.0,4191,2450,25000000.0,4-6
2062,114.0,18653615.0,14786,22040,23000000.0,7-9
2063,101.0,12189514.0,30092,829,23000000.0,4-6
2064,88.0,13019253.0,3914,1509,23000000.0,4-6
2065,93.0,18934858.0,72646,31187,23000000.0,4-6
2066,92.0,20763013.0,30840,2355,23000000.0,4-6
2067,98.0,12782508.0,20163,63194,23000000.0,4-6
2068,94.0,11508423.0,3174,2453,23000000.0,4-6
2069,102.0,10660147.0,17740,672,23000000.0,4-6
2070,98.0,7434726.0,14473,3671,23000000.0,4-6
2072,111.0,6109075.0,32003,735,19430000.0,4-6
2074,100.0,2708188.0,8924,365,23000000.0,4-6
2076,141.0,16123851.0,17373,1618,23000000.0,4-6
2078,114.0,71975611.0,209396,214,25000000.0,4-6
2079,96.0,38119483.0,136667,2936,22700000.0,4-6
2080,111.0,4190530.0,53341,1795,22500000.0,4-6
2081,127.0,217631306.0,154199,3100,22000000.0,7-9
2082,107.0,176483808.0,247289,4664,23000000.0,7-9
2083,97.0,144833357.0,64742,2790,22000000.0,4-6
2084,127.0,75597042.0,26434,6657,20000000.0,4-6
2085,110.0,90636983.0,44021,15170,22000000.0,7-9
2086,135.0,70960517.0,54631,27237,35000000.0,4-6
2087,84.0,55762229.0,47383,1203,22000000.0,4-6
2089,122.0,54235441.0,52894,1484,22000000.0,4-6
2090,114.0,50728000.0,48909,1725,22000000.0,7-9
2091,132.0,40270895.0,121937,3152,22000000.0,7-9
2092,170.0,59696176.0,15448,775,22000000.0,4-6
2093,133.0,51483949.0,208092,1777,22000000.0,4-6
2094,112.0,36020063.0,62584,2019,22000000.0,4-6
2095,108.0,33313582.0,52888,16031,21000000.0,4-6
2096,115.0,25842000.0,13455,13619,22000000.0,4-6
2097,83.0,22264487.0,41239,1729,22000000.0,1-3
2098,105.0,30659817.0,59805,1006,26000000.0,4-6
2099,110.0,5773519.0,28621,12876,40000000.0,4-6
2101,96.0,19351569.0,33287,664,22000000.0,4-6
2102,94.0,49002815.0,15665,3153,22000000.0,4-6
2103,142.0,19283782.0,31227,5386,22000000.0,4-6
2104,104.0,30059386.0,128593,11632,22000000.0,7-9
2105,136.0,35799026.0,263336,34838,126000000.0,4-6
2106,106.0,17951431.0,25462,4239,30000000.0,7-9
2107,106.0,29997095.0,60926,38494,22000000.0,4-6
2108,98.0,14252830.0,18900,3769,22000000.0,4-6
2109,100.0,19783777.0,82804,39989,22000000.0,4-6
2110,95.0,13555988.0,7242,2216,22000000.0,4-6
2111,107.0,12784713.0,56813,8094,22000000.0,7-9
2112,104.0,10696210.0,35018,3148,23500000.0,4-6
2113,104.0,5974653.0,2253,4221,22000000.0,4-6
