,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,num_user_for_reviews,budget,actor_2_facebook_likes,imdb_score,country_USA,content_rating_Approved,content_rating_G,content_rating_M,content_rating_NC-17,content_rating_Not Rated,content_rating_PG,content_rating_PG-13,content_rating_Passed,content_rating_R,content_rating_Unrated,content_rating_X
3120,206,130,0,769,13000,30651422,181737,16693,1015,10000000,1000,7.4,1,0,0,0,0,0,0,0,0,1,0,0
3121,92,98,7,73,931,30306281,12388,1917,147,10000000,797,5.6,1,0,0,0,0,0,0,0,0,1,0,0
3122,78,101,287,257,745,29500000,25613,1954,121,10000000,730,6.5,1,0,0,0,0,0,1,0,0,0,0,0
3123,83,114,9,466,623,30050028,42987,2484,201,17000000,472,6.5,1,0,0,0,0,0,0,0,0,1,0,0
3124,8,100,322,534,851,29392418,3924,3190,26,10000000,543,5.8,1,0,0,0,0,0,0,0,0,1,0,0
3125,86,85,21,782,931,28563926,16300,3819,217,8500000,855,5,1,0,0,0,0,0,0,1,0,0,0,0
3126,85,103,27,534,1000,28435406,37681,4441,151,12000000,809,5.5,1,0,0,0,0,0,0,1,0,0,0,0
3127,76,100,4,678,982,25339117,37885,4259,247,10000000,945,6.5,1,0,0,0,0,0,0,1,0,0,0,0
3128,60,114,0,699,10000,25600000,57363,12097,308,10000000,919,7.2,1,0,0,0,0,0,0,1,0,0,0,0
3131,189,97,11,220,1000,27736779,25210,2403,126,10000000,412,5.2,1,0,0,0,0,0,0,0,0,1,0,0
3132,82,116,70,706,1000,24397469,5161,5804,48,17000000,876,5.7,1,0,0,0,0,0,0,1,0,0,0,0
3133,120,96,9,448,690,20384136,20467,2402,371,10000000,533,4.7,1,0,0,0,0,0,0,0,0,1,0,0
3134,183,98,58,242,14000,25464480,63108,15251,330,10000000,537,5.9,1,0,0,0,0,0,0,1,0,0,0,0
3135,211,105,500,718,11000,20338609,19655,12946,280,10000000,912,6.8,1,0,0,0,0,0,0,1,0,0,0,0
3136,14,123,5,338,556,18272447,3119,2149,35,10000000,475,5.9,1,0,0,0,0,0,0,0,0,1,0,0
3139,179,93,0,766,13000,17096053,134458,15716,640,9000000,933,7.7,1,0,0,0,0,0,0,0,0,1,0,0
3140,221,97,25,861,929,21371425,76199,3679,944,10000000,927,4.4,1,0,0,0,0,0,0,1,0,0,0,0
3142,73,101,22,558,918,17655201,4719,3317,24,10000000,624,6.7,1,0,1,0,0,0,0,0,0,0,0,0
3143,65,100,15,804,1000,16247775,23527,4789,104,25000000,962,5.5,1,0,0,0,0,0,1,0,0,0,0,0
3144,23,129,0,203,18000,16153600,8295,19065,30,10000000,269,6.5,1,0,0,0,0,0,0,0,0,1,0,0
3145,63,81,176,39,176,16033556,37901,361,518,10000000,67,6.2,1,0,0,0,0,0,0,1,0,0,0,0
3146,132,96,31,536,651,16667084,90070,3119,248,11000000,610,7.1,1,0,0,0,0,0,0,1,0,0,0,0
3147,191,84,36,648,2000,15417771,87494,3416,540,12600000,683,6.1,1,0,0,0,0,0,0,0,0,1,0,0
3149,91,110,164,45,258,15156200,15358,571,131,30000000,218,6,1,0,0,0,0,0,0,0,0,1,0,0
3150,368,130,337,820,11000,21589307,135286,13960,261,10000000,1000,7.4,1,0,0,0,0,0,0,1,0,0,0,0
3151,89,84,134,307,655,20339754,23928,2737,73,10000000,651,5.9,1,0,0,0,0,0,0,0,0,1,0,0
3152,83,106,293,547,773,28873374,22161,2787,68,10000000,734,4.1,1,0,0,0,0,0,1,0,0,0,0,0
3154,33,76,14,636,1000,13684949,4564,3752,43,3000000,811,5.9,1,0,0,0,0,0,1,0,0,0,0,0
3156,191,96,47,442,3000,12570442,40514,4053,234,10000000,497,6.8,1,0,0,0,0,0,0,0,0,1,0,0
3157,16,104,28,582,962,12514138,2801,3871,28,10000000,826,7.4,1,0,0,0,0,0,0,0,0,1,0,0
3158,297,108,0,458,1000,43771291,79909,3215,279,5000000,562,7.1,1,0,0,0,0,0,0,0,0,1,0,0
3159,47,108,2,30,772,11703287,4360,1058,148,10000000,232,7,1,0,0,0,0,0,0,1,0,0,0,0
3160,63,87,13,869,15000,11560259,15617,22485,180,22000000,4000,5.8,1,0,0,0,0,0,0,1,0,0,0,0
3161,144,89,406,759,989,10824921,200293,3462,621,10000000,939,7.8,1,0,0,0,0,0,0,0,0,1,0,0
3163,325,106,13000,309,11000,14479776,55539,12418,147,10000000,430,7,1,0,0,0,0,0,0,1,0,0,0,0
3164,100,100,532,711,4000,9801782,39331,6046,481,10000000,796,6.3,1,0,0,0,0,0,0,0,0,1,0,0
3165,52,89,18,2000,7000,8070311,12706,13626,75,10000000,2000,5.3,1,0,0,0,0,0,1,0,0,0,0,0
3167,163,95,434,472,1000,8460995,35888,2618,125,10000000,622,5.5,1,0,0,0,0,0,0,0,0,1,0,0
3169,180,94,0,3000,20000,8828771,79146,41059,352,6000000,14000,4.3,1,0,0,0,0,0,0,0,0,1,0,0
3170,321,103,207,3000,40000,67631157,176606,55175,374,100000000,11000,6,1,0,0,0,0,0,0,1,0,0,0,0
3171,100,95,4,655,939,7563670,21268,3651,53,10000000,702,5.2,1,0,0,0,0,0,0,1,0,0,0,0
3172,265,101,63,172,7000,6619173,87203,7747,221,10000000,353,6.7,1,0,0,0,0,0,0,0,0,1,0,0
3175,162,101,194,602,1000,6712241,782437,3858,1420,7500000,816,8.6,1,0,0,0,0,0,0,0,0,1,0,0
3176,147,82,87,444,1000,6842058,36029,3818,99,10000000,581,6.1,1,0,0,0,0,0,0,0,0,1,0,0
3177,33,74,0,719,886,6491350,1231,5139,26,10000000,808,5.8,1,0,0,0,0,0,1,0,0,0,0,0
3180,38,96,9,934,12000,6044618,6200,26961,92,10000000,11000,5.6,1,0,0,0,0,0,0,0,0,1,0,0
3181,126,89,0,322,628,7764027,38459,2061,119,10000000,497,6.7,1,0,0,0,0,0,0,0,0,1,0,0
3184,91,121,57,664,1000,21569041,8058,3745,57,9000000,837,6.6,1,0,0,0,0,0,0,1,0,0,0,0
3185,46,85,49,401,719,4356743,3662,2446,79,16000000,405,4.1,1,0,0,0,0,0,1,0,0,0,0,0
3186,198,120,0,294,23000,5484375,84641,24270,205,10000000,342,7.3,1,0,0,0,0,0,0,1,0,0,0,0
3187,139,106,102,970,14000,5348317,20810,18712,100,10000000,3000,7.1,1,0,0,0,0,0,0,0,0,1,0,0
3188,182,83,157,581,2000,4244155,56005,3374,112,10000000,616,6.5,1,0,0,0,0,0,0,0,0,1,0,0
3190,23,111,60,699,823,3333823,5612,5262,122,10000000,759,5.5,1,0,0,0,0,0,0,1,0,0,0,0
3192,111,89,0,132,402,3193102,24412,1335,240,9000000,296,7.1,1,0,0,0,0,0,0,0,0,1,0,0
3195,27,92,4,311,754,3060858,1768,1891,37,10000000,324,5.6,1,0,0,0,0,0,0,0,0,1,0,0
3197,49,97,105,269,982,2331318,9541,2603,64,10000000,503,3.3,1,0,0,0,0,0,0,0,0,1,0,0
3198,57,135,0,851,1000,2185266,8720,4266,186,10000000,975,6.5,1,0,0,0,0,0,0,0,0,1,0,0
3199,185,93,4,4,533,26583369,20837,578,127,10000000,35,4.8,1,0,0,0,0,0,0,1,0,0,0,0
3200,2,118,76,249,902,800000,892,2079,21,14000000,488,5.2,1,0,0,0,0,0,1,0,0,0,0,0
3201,270,97,387,64,6000,7574066,30325,6322,96,10000000,139,6.3,1,0,0,0,0,0,0,0,0,1,0,0
3202,94,98,129,221,749,1754319,13174,2214,81,10000000,252,7.2,1,0,0,0,0,0,0,1,0,0,0,0
3204,49,101,3,826,14000,1631839,5936,17665,91,10000000,1000,5.7,1,0,0,0,0,0,0,0,0,1,0,0
3206,221,106,34,683,11000,1939441,55567,23187,144,10000000,11000,6.9,1,0,0,0,0,0,0,0,0,1,0,0
3210,376,98,607,251,11000,1987762,59297,11853,216,11000000,414,6.7,1,0,0,0,0,0,0,0,0,1,0,0
3211,144,96,17,688,2000,1474508,33473,4607,88,5000000,989,6.5,1,0,0,0,0,0,0,0,0,1,0,0
3213,51,93,0,622,966,900926,9517,3307,46,10000000,799,5.3,1,0,0,0,0,0,0,0,0,1,0,0
3217,79,107,0,91,603,578527,20008,988,112,10000000,175,5.7,1,0,0,0,0,0,0,0,0,1,0,0
3219,115,93,787,0,787,365734,11487,883,226,10000000,96,5,1,0,0,0,0,1,0,0,0,0,0,0
3221,129,103,593,241,374,3093491,8307,1283,37,5000000,362,6.6,1,0,0,0,0,0,0,0,0,1,0,0
3224,73,111,24,83,374,228524,8708,768,56,4000000,181,7.3,1,0,0,0,0,0,0,0,0,1,0,0
3228,79,82,216,885,1000,131617,9971,5761,119,10000000,922,6.3,1,0,0,0,0,0,0,0,0,1,0,0
3230,17,83,3,421,16000,126247,24958,17469,103,6200000,542,3.3,1,0,0,0,0,0,1,0,0,0,0,0
3234,29,86,71,385,795,15447,2971,2655,85,10000000,474,3.5,1,0,0,0,0,0,0,0,0,1,0,0
3235,23,91,7,875,12000,19348,2941,16118,11,10000000,3000,5.5,1,0,0,0,0,0,0,1,0,0,0,0
3236,22,90,0,617,806,100503,7759,3124,20,8000000,690,5.9,1,0,0,0,0,0,0,0,0,1,0,0
3237,43,90,8,495,1000,92900,3662,3146,23,5000000,893,4.7,1,0,0,0,0,0,0,1,0,0,0,0
3241,20,93,7,611,906,5561,4995,4725,34,10000000,848,3.9,1,0,0,0,0,0,0,1,0,0,0,0
3244,27,85,0,742,11000,70527,7690,14656,68,6500000,826,6.7,1,0,0,0,0,0,0,0,0,1,0,0
3259,52,144,0,195,786,2483955,8369,1674,165,9600000,228,6.7,1,0,0,0,0,0,0,0,0,1,0,0
3260,55,98,41,525,723,57176582,27492,3939,84,9500000,706,6.1,1,0,0,0,0,0,0,0,0,1,0,0
3265,66,98,17,770,1000,14114488,13190,3827,114,10500000,887,4.5,1,0,0,0,0,0,0,1,0,0,0,0
3267,61,197,176,760,924,46300000,29323,4109,344,9400000,898,7.6,1,1,0,0,0,0,0,0,0,0,0,0
3278,277,88,365,177,383,30859000,96410,1094,826,83532,371,7.5,1,0,0,0,0,0,0,0,0,1,0,0
3279,259,106,50,741,17000,3571735,39260,21711,129,10000000,908,6.6,1,0,0,0,0,0,0,0,0,1,0,0
3280,66,181,278,51,402,50000000,29839,934,150,9000000,343,8,1,0,1,0,0,0,0,0,0,0,0,0
3284,29,123,473,685,890,36049108,10139,3661,70,9000000,851,6.8,1,0,0,0,0,0,0,0,0,1,0,0
3285,32,120,92,862,1000,34074895,6525,5420,79,9000000,886,6.7,1,0,0,0,0,0,0,0,0,1,0,0
3286,142,87,85,118,311,33244684,62038,760,281,9000000,189,6.5,1,0,0,0,0,0,0,0,0,1,0,0
3287,263,123,909,184,909,24530513,66610,1633,429,9000000,203,8,1,0,0,0,0,0,0,1,0,0,0,0
3288,285,103,65,908,2000,71519230,92364,6807,244,9000000,971,6.5,1,0,0,0,0,0,0,0,0,1,0,0
3289,64,91,0,407,3000,20035310,12324,4409,173,9000000,683,4.9,1,0,0,0,0,0,0,1,0,0,0,0
3290,150,88,8,587,982,18225165,155262,3114,316,9000000,729,7.1,1,0,0,0,0,0,0,0,0,1,0,0
3291,136,126,37,883,12000,17804273,20449,25660,370,20000000,10000,7,1,0,0,0,0,0,0,0,0,1,0,0
3292,132,120,46,701,14000,16938179,41313,17336,246,8000000,826,7,1,0,0,0,0,0,0,0,0,1,0,0
3294,186,94,17,179,607,16235293,19918,1611,278,9000000,318,4.5,1,0,0,0,0,0,0,0,0,1,0,0
3299,117,119,188,35,187,6047856,27536,358,327,8500000,127,6.7,1,0,0,0,0,0,0,0,0,1,0,0
3300,136,99,23,471,1000,4681503,29058,2478,238,9000000,710,7,1,0,0,0,0,0,0,0,0,1,0,0
3301,15,79,157,219,4000,4350774,10476,4908,52,8000000,248,6.5,1,0,0,0,0,0,0,1,0,0,0,0
3305,65,95,49,261,702,2955039,3624,2007,27,9000000,616,6.2,1,0,0,0,0,0,0,1,0,0,0,0
3306,100,103,38,316,745,1530535,7833,1721,63,9000000,591,5.7,1,0,0,0,0,0,0,0,0,1,0,0
3307,129,92,26,611,1000,4881867,15200,3767,76,9000000,1000,6.4,1,0,0,0,0,0,0,0,0,1,0,0
3310,67,84,64,748,2000,11860839,5156,4617,21,9000000,892,5.4,1,0,0,0,0,0,1,0,0,0,0,0
3315,26,97,3,204,679,883887,1201,1426,14,9000000,537,6.2,1,0,0,0,0,0,1,0,0,0,0,0
3328,133,84,8,896,4000,14373825,63216,6954,196,8600000,922,6.5,1,0,0,0,0,0,0,0,0,1,0,0
3332,273,112,108,175,12000,39462438,67760,13172,226,7000000,628,7.3,1,0,0,0,0,0,0,0,0,1,0,0
3333,32,125,43,122,563,29200000,6142,1097,52,8500000,236,6.9,1,0,0,0,0,0,0,0,0,1,0,0
3334,52,96,68,1000,3000,21564616,7098,8097,41,8500000,1000,5,1,0,0,0,0,0,0,1,0,0,0,0
3337,175,103,729,133,2000,14879556,73640,3516,441,8000000,841,7.3,1,0,0,0,0,0,0,0,0,1,0,0
3339,132,101,17,429,35000,34017854,51326,36892,116,8500000,966,6.5,1,0,0,0,0,0,0,1,0,0,0,0
3340,66,104,170,202,736,4273372,19412,1854,308,22000000,218,2.1,1,0,0,0,0,0,0,1,0,0,0,0
3345,60,107,71,304,967,80000000,51459,1962,113,8200000,455,6.5,1,0,0,0,0,0,1,0,0,0,0,0
3347,46,126,407,39,638,1997807,5158,823,140,8000000,107,7.1,1,0,0,0,0,0,0,0,0,1,0,0
3351,81,126,80,225,668,90800000,126916,2004,235,8000000,641,7.2,1,0,0,0,0,0,1,0,0,0,0,0
3353,147,150,163,636,2000,140244,20419,4168,259,8500000,716,6.7,1,0,0,0,0,0,0,0,0,1,0,0
3355,215,178,16000,857,13000,107930000,1324680,16557,2195,8000000,902,8.9,1,0,0,0,0,0,0,0,0,1,0,0
3357,534,117,66,85,15000,32279955,293304,15554,552,8500000,241,7.9,1,0,0,0,0,0,0,0,0,1,0,0
3358,66,119,422,422,861,4992159,23823,3306,201,8550000,499,5.6,1,0,0,0,0,0,0,0,0,1,0,0
3359,119,174,338,195,354,163214286,148172,1495,406,8200000,209,8,1,0,1,0,0,0,0,0,0,0,0,0
3360,43,111,2000,51,15000,69800000,54723,15361,99,8000000,161,6.2,1,0,0,0,0,0,1,0,0,0,0,0
3361,270,101,36,27,7000,59889948,355810,7227,889,8000000,150,7.9,1,0,0,0,0,0,0,0,0,1,0,0
3362,99,89,0,107,217,52287414,271794,644,584,8000000,107,8.1,1,0,0,0,0,0,0,0,0,1,0,0
3364,58,95,548,360,389,40066497,23671,1792,247,8000000,363,3.5,1,0,0,0,0,0,0,1,0,0,0,0
3365,53,112,152,459,16000,36500000,87090,17568,142,8000000,466,7.6,1,0,0,0,0,0,1,0,0,0,0,0
3366,37,109,44,458,1000,27362712,5971,3199,60,8000000,886,6.5,1,0,0,0,0,0,0,1,0,0,0,0
3367,11,108,0,388,585,34746109,3122,3023,14,8000000,434,5.6,1,0,0,0,0,0,0,0,0,1,0,0
3368,327,100,129,3000,23000,34963967,270441,39807,378,8000000,10000,7.7,1,0,0,0,0,0,0,0,0,1,0,0
3369,135,90,5,297,449,25926543,26609,1534,148,8000000,332,5.2,1,0,0,0,0,0,0,1,0,0,0,0
3371,164,94,19,117,363,26049082,76791,1024,100,8000000,342,6.1,1,0,0,0,0,0,0,0,0,1,0,0
3377,109,107,0,112,969,18090181,38191,1775,271,8000000,449,6.4,1,0,0,0,0,0,0,0,0,1,0,0
3378,59,91,13,292,452,17843379,14904,1760,147,8000000,442,5.7,1,0,0,0,0,0,0,1,0,0,0,0
3380,40,82,33,475,744,17278980,48225,2400,164,8000000,503,6.7,1,0,0,0,0,0,0,0,0,1,0,0
3381,121,97,3,631,24000,16699684,17461,25792,78,8000000,827,5.6,1,0,0,0,0,0,1,0,0,0,0,0
3382,358,128,79,414,13000,50815288,109191,14747,625,50000000,903,7,1,0,0,0,0,0,0,0,0,1,0,0
3383,288,102,126,517,23000,15047419,357275,25462,1061,7000000,1000,7.6,1,0,0,0,0,0,0,0,0,1,0,0
3384,107,93,44,596,15000,14015786,37952,27646,298,5000000,11000,6.5,1,0,0,0,0,0,0,0,0,1,0,0
3386,91,138,78,968,12000,10269307,53251,17524,188,8000000,3000,6.3,1,0,0,0,0,0,0,0,0,1,0,0
3388,231,93,132,216,434,17536788,49240,1183,142,8000000,265,7.1,1,0,0,0,0,0,0,1,0,0,0,0
3389,262,92,87,424,15000,58401464,276746,16982,264,8000000,1000,7.1,1,0,0,0,0,0,0,1,0,0,0,0
3392,83,104,18,741,1000,10106233,12702,5190,32,8000000,962,5.4,1,0,0,0,0,0,1,0,0,0,0,0
3394,11,89,15,660,883,4692814,2870,3291,34,8000000,826,5.1,1,0,0,0,0,0,0,1,0,0,0,0
3395,72,92,26,417,1000,5018450,8546,2687,86,8000000,905,5.3,1,0,0,0,0,0,0,0,0,1,0,0
3398,328,90,26,0,1000,3442820,31489,1442,140,8000000,442,7.3,1,0,0,0,0,0,0,0,0,1,0,0
3401,45,79,73,112,1000,2275557,12561,2404,102,8000000,1000,6,1,0,0,0,0,0,0,0,0,1,0,0
3403,163,101,16,472,943,6350058,106098,2786,150,8000000,769,7.2,1,0,0,0,0,0,0,1,0,0,0,0
3406,23,106,23,200,1000,532190,5673,1610,37,8000000,273,6.8,1,0,0,0,0,0,0,1,0,0,0,0
3409,283,104,109,7,480,16168741,99430,517,182,8000000,12,7.4,1,0,0,0,0,0,0,0,0,1,0,0
3410,74,108,12,710,2000,568695,16617,3921,110,8000000,844,6.5,1,0,0,0,0,0,0,0,0,1,0,0
3411,41,99,30,209,480,398420,5049,1234,48,8000000,257,6.4,1,0,0,0,0,0,0,0,0,1,0,0
3413,66,109,200,1000,21000,336456,7116,41645,79,8000000,18000,5.6,1,0,0,0,0,0,0,0,0,1,0,0
3416,32,99,387,399,8000,127144,5159,9608,27,8000000,489,5.5,1,0,0,0,0,0,0,1,0,0,0,0
3418,79,95,3,448,905,108662,26849,3185,107,8000000,513,6,1,0,0,0,0,0,0,0,0,1,0,0
3420,26,107,53,463,954,53481,5557,2512,34,8000000,551,6.4,1,0,0,0,0,0,0,0,0,1,0,0
3434,61,99,78,325,11000,106593296,72324,12619,134,7500000,509,7.4,1,0,0,0,0,0,1,0,0,0,0,0
3435,34,115,88,890,1000,43490057,5275,4737,30,7500000,1000,6.9,1,0,0,0,0,0,0,0,0,1,0,0
3438,239,92,655,88,24000,24792061,191998,25092,323,6500000,829,7.6,1,0,0,0,0,0,0,0,0,1,0,0
3439,252,94,0,658,1000,17544812,69989,4707,384,10000000,683,5.4,1,0,0,0,0,0,0,0,0,1,0,0
3443,127,105,248,147,673,10460089,34098,1442,214,7500000,466,7.2,1,0,0,0,0,0,0,0,0,1,0,0
3445,35,97,18,742,834,4131640,5463,4091,20,7500000,749,3.1,1,0,0,0,0,0,0,1,0,0,0,0
3446,6,118,0,249,373,3347439,833,1233,33,7500000,266,6.9,1,0,0,0,0,0,1,0,0,0,0,0
3447,192,92,406,968,24000,10814185,37530,41867,106,8000000,15000,6.2,1,0,0,0,0,0,0,0,0,1,0,0
3461,392,156,0,4000,24000,336530303,383071,46055,1902,258000000,11000,6.2,1,0,0,0,0,0,0,1,0,0,0,0
3462,39,100,0,440,488,12610552,4682,2428,206,7500000,488,3.5,1,0,0,0,0,0,0,1,0,0,0,0
3463,387,96,655,973,24000,143492840,414335,28817,881,7500000,3000,7.5,1,0,0,0,0,0,0,1,0,0,0,0
3466,208,175,0,3000,14000,134821952,1155770,28122,2238,6000000,10000,9.2,1,0,0,0,0,0,0,0,0,1,0,0
3467,51,95,213,92,225,94900000,35172,791,128,4000000,174,6.1,1,0,0,0,0,0,0,0,0,1,0,0
3468,331,95,464,11000,23000,32391374,376600,54075,494,7500000,17000,7.7,1,0,0,0,0,0,0,1,0,0,0,0
3470,324,110,0,11000,17000,113709992,108843,46646,281,7000000,15000,6.1,1,0,0,0,0,0,0,0,0,1,0,0
3471,140,96,474,82,1000,32131483,25870,2212,369,11000000,970,4.9,1,0,0,0,0,0,0,1,0,0,0,0
3473,79,95,13,430,1000,34099640,16651,2515,149,5000000,934,7,1,0,0,0,0,0,1,0,0,0,0,0
3475,52,112,70,826,1000,37295394,7973,5959,59,6600000,912,5.7,1,0,0,0,0,0,0,1,0,0,0,0
3477,351,93,0,566,21000,31501218,84070,22745,526,7500000,650,7.5,1,0,0,0,0,0,1,0,0,0,0,0
3479,93,104,0,4000,16000,25625110,138707,33758,202,7000000,12000,7.2,1,0,0,0,0,0,0,0,0,1,0,0
3482,112,119,23,440,1000,25000000,39847,2951,242,9000000,659,6.8,1,0,0,0,0,0,1,0,0,0,0,0
3484,35,96,22,794,1000,20257000,7569,5282,65,7000000,841,5.2,1,0,0,0,0,0,0,0,0,1,0,0
3487,137,89,14,270,971,15818967,13913,2517,120,7000000,479,4,1,0,0,0,0,0,0,0,0,1,0,0
3488,50,92,737,380,718,14891000,15088,2240,105,7000000,524,6.8,1,0,0,0,0,0,0,0,0,1,0,0
3489,261,109,0,597,1000,16901126,76267,3544,687,7000000,649,6.9,1,0,0,0,0,0,0,0,0,1,0,0
3491,180,103,44,190,637,17474107,56605,1342,89,7000000,256,7.3,1,0,0,0,0,0,0,0,0,1,0,0
3492,28,95,48,826,1000,14003141,4598,4837,29,7000000,865,6.1,1,0,0,0,0,0,0,0,0,1,0,0
3494,202,105,0,303,1000,12583510,60709,2444,922,7000000,340,6,1,0,0,0,0,0,0,0,0,1,0,0
3496,341,106,1000,98,816,9190525,102125,1120,324,7000000,105,7,1,0,0,0,0,0,0,0,0,1,0,0
3497,160,100,11,970,13000,9176553,19147,19330,97,7500000,3000,7.1,1,0,0,0,0,0,0,1,0,0,0,0
3498,31,103,49,304,687,9094451,11668,1990,79,7000000,554,6.2,1,0,0,0,0,0,0,0,0,1,0,0
3499,71,116,107,658,893,14612840,11191,3110,37,7000000,664,6.9,1,0,0,0,0,0,0,1,0,0,0,0
3500,281,99,192,292,14000,9166863,83182,14816,247,7000000,343,7.6,1,0,0,0,0,0,0,0,0,1,0,0
3501,114,164,17000,159,883,8373585,39680,1934,308,7000000,618,7.6,1,0,0,0,0,0,0,0,0,1,0,0
3502,72,96,30,407,761,7292175,7736,2018,100,7000000,412,6.4,1,0,0,0,0,0,0,0,0,1,0,0
3505,25,93,70,442,692,5694308,13815,3128,46,7000000,585,2,1,0,0,0,0,0,0,1,0,0,0,0
3508,27,113,7,35,11000,4720371,3203,11116,85,7000000,43,6.5,1,0,0,0,0,0,1,0,0,0,0,0
3511,158,99,342,501,1000,2344847,18561,2158,119,7000000,518,6.8,1,0,0,0,0,0,0,0,0,1,0,0
3512,223,91,157,224,490,7455447,29967,1136,126,7000000,259,6.3,1,0,0,0,0,0,0,0,0,1,0,0
3513,25,100,0,359,655,2148212,781,1906,20,7000000,476,6.3,1,0,0,0,0,0,1,0,0,0,0,0
3514,97,105,261,617,783,2062066,11387,2684,147,7000000,658,6.6,1,0,0,0,0,0,0,0,0,1,0,0
3515,117,99,60,628,4000,1654367,18355,6526,106,7000000,787,6.4,1,0,0,0,0,0,0,0,0,1,0,0
3518,34,99,2,455,1000,1889522,1119,2589,12,7000000,690,6.5,1,0,1,0,0,0,0,0,0,0,0,0
3520,161,125,127,798,6000,1110286,9727,8876,65,4825000,941,7.2,1,0,0,0,0,0,0,0,0,1,0,0
3523,301,97,0,106,227,1768416,35848,684,198,7000000,218,6.3,1,0,0,0,0,0,0,0,0,1,0,0
3525,12,95,43,611,1000,306715,5143,5213,62,10000000,788,2.3,1,0,0,0,0,0,0,1,0,0,0,0
3526,134,106,58,973,23000,382946,43965,44969,99,7000000,20000,7.1,1,0,0,0,0,0,0,0,0,1,0,0
3530,133,103,6,935,7000,532988,5863,9660,25,7000000,1000,6.5,1,0,0,0,0,0,0,1,0,0,0,0
3531,104,108,30,281,474,453079,4124,2029,29,7000000,403,5.9,1,0,0,0,0,0,0,0,0,1,0,0
3533,27,118,0,410,26000,46451,7663,27756,38,7000000,854,6,1,0,0,0,0,0,0,0,0,1,0,0
3540,38,115,16000,240,16000,41400000,39451,17209,138,6900000,455,7.3,1,0,0,0,0,0,0,0,0,1,0,0
3542,152,102,0,787,14000,7993039,120036,18643,408,6900000,1000,7.7,1,0,0,0,0,0,0,0,0,1,0,0
3547,74,108,3,436,710,49526,16299,2119,129,6800000,697,7,1,0,0,0,0,0,0,0,0,1,0,0
3548,25,101,0,83,240,10696,10771,490,65,6800000,83,6.4,1,0,0,0,0,0,0,0,0,1,0,0
3554,271,99,40,300,1000,84263837,81699,2323,291,6500000,421,5.4,1,0,0,0,0,0,0,0,0,1,0,0
3556,64,112,309,15,27,57504069,94139,106,183,6000000,26,7.8,1,0,0,0,0,0,0,0,0,1,0,0
3557,18,108,7,51,699,54215416,21409,936,63,6500000,63,6.8,1,0,0,0,0,0,0,1,0,0,0,0
3559,121,104,0,517,754,31899000,23986,2442,201,6500000,567,7.1,1,0,0,0,0,0,0,0,0,0,0,1
3560,14,108,208,689,876,24103594,6384,4840,54,6500000,827,6.2,1,0,0,0,0,0,1,0,0,0,0,0
3561,137,102,218,376,900,16842303,59474,2475,418,6500000,563,7.3,1,0,0,0,0,0,0,0,0,1,0,0
3562,111,88,132,180,435,13367101,19715,1140,166,6500000,230,5.9,1,0,0,0,0,0,0,0,0,1,0,0
3564,97,91,38,91,730,10149779,8294,1405,160,6500000,461,3.6,1,0,0,0,0,0,0,1,0,0,0,0
3568,4,100,0,266,1000,2024854,564,1942,21,6500000,373,6.6,1,0,0,0,0,0,0,1,0,0,0,0
3570,84,97,15,874,18000,1029017,12049,21107,135,6500000,986,6.8,1,0,0,0,0,0,0,0,0,1,0,0
3572,217,105,38,706,12000,66637,29608,14462,92,6500000,712,7.2,1,0,0,0,0,0,0,0,0,1,0,0
3580,93,123,0,781,1000,2122561,99033,3254,434,6000000,898,7.2,1,0,0,0,0,0,0,0,0,1,0,0
3581,124,110,116,898,1000,181360000,170027,5127,350,6000000,944,7.2,1,0,0,0,0,0,0,1,0,0,0,0
3583,288,122,909,282,503,119078393,113152,1448,1416,6000000,328,7.5,1,0,0,0,0,0,0,0,0,1,0,0
3584,130,110,131,399,640,102308900,152089,2169,309,6000000,566,8.1,1,0,0,1,0,0,0,0,0,0,0,0
3585,145,139,55,266,382,102300000,107408,2045,259,6000000,279,7.8,1,1,0,0,0,0,0,0,0,0,0,0
3586,62,124,0,535,2000,54800000,35130,5122,283,6000000,553,7.8,1,0,0,0,0,0,0,0,0,1,0,0
3587,188,120,153,447,1000,24004159,68722,3175,191,110000000,1000,5.8,1,0,0,0,0,0,1,0,0,0,0,0
3588,120,152,34,249,804,43650000,71919,1802,316,6000000,271,7.6,1,0,0,0,0,0,0,0,0,0,1,0
3589,71,98,11000,484,13000,39800000,81599,14921,250,6000000,573,7.4,1,0,0,0,0,0,0,0,0,1,0,0
3590,52,106,10,578,3000,27457409,3198,6419,43,6000000,685,6.3,1,0,0,0,0,0,0,0,0,1,0,0
3591,18,106,44,328,865,25047631,6585,2724,50,6000000,405,6.9,1,0,0,0,0,0,0,0,0,1,0,0
3592,162,106,0,574,18000,23272306,740918,20821,1182,6000000,979,8.6,1,0,0,0,0,0,0,0,0,1,0,0
3593,88,89,81,92,321,22168359,29659,584,227,8000000,101,5.1,1,0,0,0,0,0,0,0,0,0,0,1
3595,391,109,0,120,1000,26236603,251349,1582,547,6000000,245,7.9,1,0,0,0,0,0,0,0,0,1,0,0
3596,32,144,54,332,469,20400000,6304,2037,87,8000000,436,6.9,1,0,0,0,0,0,0,0,0,0,1,0
